event_idx,slice_idx,class,mean_time,station
223,0,0.0,2017-06-15T06:51:29.370900Z,ILL08
224,0,0.0,2017-06-15T07:43:49.547500Z,ILL08
225,0,0.0,2017-06-15T08:32:08.172000Z,ILL08
226,0,0.0,2017-06-15T09:44:36.108800Z,ILL08
227,0,0.0,2017-06-15T10:57:04.045600Z,ILL08
228,0,0.0,2017-06-15T12:13:33.534400Z,ILL08
229,0,0.0,2017-06-15T13:26:01.471200Z,ILL08
230,0,0.0,2017-06-15T13:26:01.471200Z,ILL08
231,0,0.0,2017-06-15T14:26:24.751800Z,ILL08
232,0,0.0,2017-06-15T15:22:46.480400Z,ILL08
233,0,0.0,2017-06-15T18:11:51.666200Z,ILL08
234,0,0.0,2017-06-15T19:16:16.498900Z,ILL08
235,0,0.0,2017-06-15T21:08:59.956100Z,ILL08
236,0,0.0,2017-06-15T22:41:35.653100Z,ILL08
237,0,0.0,2017-06-16T00:14:11.350100Z,ILL08
238,0,0.0,2017-06-16T01:30:40.838900Z,ILL08
239,0,0.0,2017-06-16T03:59:38.264600Z,ILL08
240,0,0.0,2017-06-16T04:47:56.889100Z,ILL08
241,0,0.0,2017-06-16T05:48:20.169700Z,ILL08
242,0,0.0,2017-06-16T06:32:37.242200Z,ILL08
243,0,0.0,2017-06-16T08:17:17.595300Z,ILL08
244,0,0.0,2017-06-16T09:53:54.844400Z,ILL08
245,0,0.0,2017-06-16T12:22:52.270000Z,ILL08
246,0,0.0,2017-06-16T13:19:13.998600Z,ILL08
247,0,0.0,2017-06-16T14:43:46.591500Z,ILL08
248,0,0.0,2017-06-16T16:24:25.392600Z,ILL08
249,0,0.0,2017-06-16T18:17:08.849800Z,ILL08
250,0,0.0,2017-06-16T19:21:33.682500Z,ILL08
251,0,0.0,2017-06-16T20:34:01.619200Z,ILL08
252,0,0.0,2017-06-16T22:06:37.316200Z,ILL08
253,0,0.0,2017-06-16T23:02:59.044800Z,ILL08
254,0,0.0,2017-06-17T00:19:28.533700Z,ILL08
255,0,0.0,2017-06-17T02:20:15.095000Z,ILL08
256,0,0.0,2017-06-17T02:20:15.095000Z,ILL08
257,0,0.0,2017-06-17T03:40:46.135800Z,ILL08
258,0,0.0,2017-06-17T05:29:28.041000Z,ILL08
259,0,0.0,2017-06-17T06:58:02.186000Z,ILL08
260,0,0.0,2017-06-17T08:46:44.091100Z,ILL08
261,0,0.0,2017-06-17T10:27:22.892200Z,ILL08
262,0,0.0,2017-06-17T11:43:52.381000Z,ILL08
263,0,0.0,2017-06-17T12:44:15.661700Z,ILL08
264,0,0.0,2017-06-17T13:40:37.390300Z,ILL08
265,0,0.0,2017-06-17T14:57:06.879100Z,ILL08
266,0,0.0,2017-06-17T16:01:31.711800Z,ILL08
267,0,0.0,2017-06-17T17:05:56.544500Z,ILL08
268,0,0.0,2017-06-17T18:14:22.929200Z,ILL08
269,0,0.0,2017-06-17T19:38:55.522100Z,ILL08
270,0,0.0,2017-06-17T19:47:36.627800Z,ILL08
271,0,0.0,2017-06-17T21:15:32.771200Z,ILL08
272,0,0.0,2017-06-17T22:40:05.364100Z,ILL08
273,0,0.0,2017-06-17T22:40:05.364100Z,ILL08
274,0,0.0,2017-06-18T00:48:55.029500Z,ILL08
275,0,0.0,2017-06-18T01:41:15.206000Z,ILL08
276,0,0.0,2017-06-18T03:29:57.111200Z,ILL08
277,0,0.0,2017-06-18T04:43:17.622100Z,ILL08
278,0,0.0,2017-06-18T06:04:47.078800Z,ILL08
279,0,0.0,2017-06-18T09:08:08.356100Z,ILL08
280,0,0.0,2017-06-18T10:37:46.758400Z,ILL08
281,0,0.0,2017-06-18T10:37:46.758400Z,ILL08
282,0,0.0,2017-06-18T12:11:29.633500Z,ILL08
283,0,0.0,2017-06-18T13:37:03.563000Z,ILL08
284,0,0.0,2017-06-18T15:14:50.910900Z,ILL08
285,0,0.0,2017-06-18T16:24:06.949000Z,ILL08
286,0,0.0,2017-06-18T17:37:27.460000Z,ILL08
287,0,0.0,2017-06-18T18:54:52.443800Z,ILL08
288,0,0.0,2017-06-18T20:16:21.900400Z,ILL08
289,0,0.0,2017-06-18T21:25:37.938500Z,ILL08
290,0,0.0,2017-06-18T22:43:59.088300Z,ILL08
